company_id,Company name,Company address,company_name_slug,company_no,reviews_count,average_company_rating,company_review_summary_url,company_review_url,foreign_company_id,map_address,map_latitude,map_longitude,industry,website_url,Secondary Address,Company Tel,Company Email,Contact Person,Position,FET,FCA,FOB,FCM,FOE,FOM,FIST,FCI,tertiary address
443031,Seiko Denki (M) Sdn Bhd,"Plo 95, Jalan Cycber 6, Kawasan Perindustrian Senai 3, 81400 Senai, Johor, Malaysia",seiko-denki-m-443031,202192-H,17,3.0588,/companies/443031/company-reviews/summary,/companies/443031/company-reviews,11853,"Plo 95, Jalan Cycber 6, Kawasan Perindustrian Senai 3, 81400 Senai, Johor, Malaysia",1.530512,103.737138,Manufacturing/Production,http://www.seikodenki.com.my/,,,,,,0,0,0,0,0,0,1,0,
,SEKRETARIAT USAHAWAN NEGERI PERAK,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
,"Sela for Power, Automation and Safety Systems (Sela-PASS)",,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,
443344,Selangor Human Resource Development Centre (SHRDC),"Jalan Tinju 13/50, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",selangor-human-resource-development-centre-shrdc-443344,5192/96(SEL),15,3.7333,/companies/443344/company-reviews/summary,/companies/443344/company-reviews,12734,"Jalan Tinju 13/50, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",,,Education,http://www.shrdc.org.my/,,,,,,0,0,0,0,0,0,0,1,
1.57952E+14,Selcare Clinic Sdn Bhd (Classifieds),,selcare-clinic-classifieds-157951730944268,885764-D,0,0,/companies/157951730944268/company-reviews/summary,/companies/157951730944268/company-reviews,182831,,,,Healthcare/Medical,,"No. 47A, Jalan Snuker 13/28, Seksyen 13, 40100, Shah Alam, Selangor.",,,,,0,0,0,0,0,1,0,0,
627967,Semantan Mutiara Sdn Bhd,"Unit 50-6-3A Level 6 Wisma UOA, Jalan Dungun Damansara Heights 50490",semantan-mutiara-627967,,0,0,/companies/627967/company-reviews/summary,/companies/627967/company-reviews,40141,"Unit 50-6-3A Level 6 Wisma UOA, Jalan Dungun Damansara Heights 50490",,,Others,,,,,,,0,0,0,0,1,0,0,0,
448832,Senai-Desaru Expressway Berhad,"Senai-desaru Hwy, 81800 Ulu Tiram, Johor, Malaysia",senai-desaru-expressway-berhad-448832,612633-A,7,4,/companies/448832/company-reviews/summary,/companies/448832/company-reviews,30429,"Senai-desaru Hwy, 81800 Ulu Tiram, Johor, Malaysia",1.581744,103.817882,Construction/Building/Engineering,,,,,,,0,0,0,0,0,0,0,1,
1042555,Senheng Electric (KL) Sdn Bhd,"44B 1st Floor, Jalan Pandan 3/2, Pandan Jaya, 55100 Kuala Lumpur.",senheng-electric-kl-1042555,296691-X,68,3.9706,/companies/1042555/company-reviews/summary,/companies/1042555/company-reviews,118056,"44B 1st Floor, Jalan Pandan 3/2, Pandan Jaya, 55100 Kuala Lumpur.",,,Retail/Merchandise,http://www.senheng.com.my,,,,,,0,0,0,0,0,0,0,1,
,Seni Lab,,,,,,,,,,,,,,,'017-3256642',senilab.inc@gmail.com,Maliq Hussein, Managing Director,0,1,0,0,0,0,0,0,
1.64E+14,Serasi Integrated Solution Sdn Bhd,"Block C-T.02 - U.08, No 1, Jalan P8D, 63350 WP Putrajaya",serasi-integrated-solution-164136363086425,,0,0,/companies/164136363086425/company-reviews/summary,/companies/164136363086425/company-reviews,235675,"Block C-T.02 - U.08, No 1, Jalan P8D, 63350 WP Putrajaya",,,Computer/Information Technology (Software),,,,,,,0,0,0,0,0,0,0,1,
447172,Seri Mutiara Development Sdn Bhd,"Level 2, Gem In Mall, Mutiara Ville, Persiaran Sepang, Cyber 11, 63000 Cyberjaya, Selangor",seri-mutiara-development-447172,865885-D,1,1,/companies/447172/company-reviews/summary,/companies/447172/company-reviews,25147,"Level 2, Gem In Mall, Mutiara Ville, Persiaran Sepang, Cyber 11, 63000 Cyberjaya, Selangor",2.922179,101.633499,Construction/Building/Engineering,http://www.axisjaya.com.my,,03-83220868,,,,0,0,0,0,0,1,0,0,
1.63E+14,SHANI ENTERTAINMENT LIMITED,"Intershore Chambers, Road Town, Tortola, British Virgin Islands.",shani-entertainment-limited-163241436895270,,0,0,/companies/163241436895270/company-reviews/summary,/companies/163241436895270/company-reviews,219161,"Intershore Chambers, Road Town, Tortola, British Virgin Islands.",,,Others,,,,,,,0,0,0,0,0,0,0,1,
440213,Sharp Electronics (M) Sdn Bhd,"No 1 A, Persiaran Kuala Langat, 40400 Shah Alam, Selangor, Malaysia",sharp-electronics-m-440213,356997-H,79,3.3924,/companies/440213/company-reviews/summary,/companies/440213/company-reviews,2587,"No 1 A, Persiaran Kuala Langat, 40400 Shah Alam, Selangor, Malaysia",,,Electrical & Electronics,,,,,,,0,0,0,0,0,0,0,1,
609770,Shimano Components (Malaysia) Sdn Bhd,"Skudai - Pontian Hwy, Pekan Nenas, 81500 Pekan Nanas, Johor, Malaysia",shimano-components-malaysia-609770,192825-A,73,2.726,/companies/609770/company-reviews/summary,/companies/609770/company-reviews,1164,"Skudai - Pontian Hwy, Pekan Nenas, 81500 Pekan Nanas, Johor, Malaysia",,,Manufacturing/Production,,,,,,,1,0,0,0,0,0,0,0,
449255,ShineWing TY TEOH,"Level 4, No 11, Wisma Ty Teoh, Jalan PJU 1A/41B, NZX Commercial Centre Ara Jaya, 47301 Petaling Jaya, Selangor",shinewing-ty-teoh-449255,AF 1460,20,3.2,/companies/449255/company-reviews/summary,/companies/449255/company-reviews,31727,"Level 4, No 11, Wisma Ty Teoh, Jalan PJU 1A/41B, NZX Commercial Centre Ara Jaya, 47301 Petaling Jaya, Selangor",,,Accounting/Audit/Tax Services,http://www.shinewingtyteoh.com,"Level 2, 6 Jalan Mutiara  1/1, Taman Mutiara Mas, 81300 Skudai, Johor, MYS.",,,,,0,0,1,0,0,0,0,0,
1.62E+14,Shopee Mobile Malaysia Sdn Bhd,Wilayah Persekutuan,shopee-mobile-malaysia-472691,1134832-W,48,3.9792,/companies/472691/company-reviews/summary,/companies/472691/company-reviews,94750,Wilayah Persekutuan,,,Retail/Merchandise,,,,,,,0,0,0,1,0,0,0,0,
1.6292E+14,ShopeeTM,"Level 25, Southpoint Mid Valley City, Lingkaran Syed Putra, 59200 Kuala Lumpur",shopeetm-162919935248019,,1,5,/companies/162919935248019/company-reviews/summary,/companies/162919935248019/company-reviews,215347,,,,Others,,,,,,,0,0,0,0,0,0,1,0,
,Shoppr Labs Sdn Bhd,"8-07 MENARA MBMR, NO.1 JALAN SYED PUTRA, 58000 KUALA LUMPUR, MALAYSIA",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
,Shoryuken Production,,,,,,,,,,,,,,,'66959945964',,Wongsakorn Jaihuab, Managing Director,0,1,0,0,0,0,0,0,
1.65E+14,SIGNING CLOUD SDN. BHD.,"Level 5-E-6, Enterprise 4, Technology Park Malaysia Lebuhraya Sg. Besi – Puchong, Bukit Jalil, 57000 Kuala Lumpur, Malaysia",signing-cloud-165088576274149,1394242-T,0,0,/companies/165088576274149/company-reviews/summary,/companies/165088576274149/company-reviews,255422,"Level 5-E-6, Enterprise 4, Technology Park Malaysia Lebuhraya Sg. Besi – Puchong, Bukit Jalil, 57000 Kuala Lumpur, Malaysia",,,Computer/Information Technology (Software),,,,,,,0,0,0,0,0,0,0,1,
609576,Silterra Malaysia Sdn Bhd,"Lot 8, Phase 2, Kulim Hi-Tech Park, 09090 Kulim, Kedah, Malaysia",silterra-malaysia-609576,368948-D,222,3.7793,/companies/609576/company-reviews/summary,/companies/609576/company-reviews,153,"Lot 8, Phase 2, Kulim Hi-Tech Park, 09090 Kulim, Kedah, Malaysia",,,Semiconductor/Wafer Fabrication,,,,,,,0,0,0,0,1,0,0,0,
440261,Silverlake Axis Sdn Bhd,"Level 19.01 & 19.01A, 1 First Avenue, Bandar Utama, 
47800 Petaling Jaya. Selangor Darul Ehsan, Malaysia.",silverlake-axis-440261,199419-P,36,3.3889,/companies/440261/company-reviews/summary,/companies/440261/company-reviews,2744,"Level 19.01 & 19.01A, 1 First Avenue, Bandar Utama, 
47800 Petaling Jaya. Selangor Darul Ehsan, Malaysia.",,,Computer/Information Technology (Software),http://www.silverlakeaxis.com/,,,,,,0,0,0,0,0,0,0,1,
654455,SIM & TEO CHARTERED ACCOUNTANTS,"No. 2, Jalan PS 3, Plaza Semabok, Semabok, 75050 Melaka.",sim-n-teo-chartered-accountants-654455,LLP0002764-LCA,2,5,/companies/654455/company-reviews/summary,/companies/654455/company-reviews,86068,"No. 2, Jalan PS 3, Plaza Semabok, Semabok, 75050 Melaka.",,,Accounting/Audit/Tax Services,,,,,,,0,0,1,0,0,0,0,0,
450670,SIM IT SDN BHD,"20, Jalan Ekoperniagaan 2/5, Taman Ekoperniagaan, 81100 Johor Bahru.",sim-it-450670,792899-U,12,2.6667,/companies/450670/company-reviews/summary,/companies/450670/company-reviews,36333,"20, Jalan Ekoperniagaan 2/5, Taman Ekoperniagaan, 81100 Johor Bahru.",1.563786,103.801336,Computer/Information Technology (Software),http://www.simitgroup.com,,,,,,0,0,0,0,0,0,1,0,
440971,Sime Darby Industrial,"Jalan Puchong, 47100 Puchong, Selangor, Malaysia",sime-darby-industrial-440971,59220-K,82,4.378,/companies/440971/company-reviews/summary,/companies/440971/company-reviews,5186,"Jalan Puchong, 47100 Puchong, Selangor, Malaysia",,,Heavy Industrial/Machinery/Equipment,http://www.simedarbyindustrial.com,,,,,,0,0,0,0,0,1,0,0,
1.62E+14,SIMPLIFIED STUDIO SDN. BHD.,,simplified-studio-166064911813337,1430813-D,0,0,/companies/166064911813337/company-reviews/summary,/companies/166064911813337/company-reviews,269034,,,,Entertainment/Media,,,,,,,0,0,0,1,0,0,0,0,
440246,SIRIM BERHAD,"SIRIM Berhad, 1 Persiaran Dato Menteri, Section 2, P.O. Box 7035, 40700 Shah Alam, Selangor",sirim-berhad-440246,367474-V,41,4.0732,/companies/440246/company-reviews/summary,/companies/440246/company-reviews,2700,"SIRIM Berhad, 1 Persiaran Dato Menteri, Section 2, P.O. Box 7035, 40700 Shah Alam, Selangor",,,Others,http://www.sirim.my,,,,,,0,0,0,0,1,0,0,0,
,SLAP MARKETING,"32, Jalan Horizon Perdana 6, Horizon Hills, 79100 Iskandar Puteri, Johor",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
,SM Chew & Associates Sdn. Bhd.,"G40, Blok A5, Jalan Rahmat 1, Taman Malim Jaya, 75250 Melaka",,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,
,SMART OPERATING SYSTEM SDN BHD,"Lot 11&12, PT 19681, Jalan 2, Taman Kepong, 52100 Kuala Lumpur, Kepong, Malaysia",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
,SMARTPEEP SDN BHD OFFICE,"No 26-01, Jalan Kempas 1A, Bandar Baru Kota Puteri, 81750 Masai, Johor, Malaysia.",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
1044921,SMI Electric Automation Sdn Bhd,"91 Jalan 10/26, Taman Sri Rampai, 53300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",smi-electric-automation-1044921,532987-V,0,0,/companies/1044921/company-reviews/summary,/companies/1044921/company-reviews,68539,"91 Jalan 10/26, Taman Sri Rampai, 53300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,Construction/Building/Engineering,http://www.smi-e.net,"No. 12-2, Jalan Merbah 4, Bandar Puchong Jaya, 47170 Puchong 47170 Selangor Malaysia.",,,,,0,0,0,0,1,0,0,0,
462018,Snappymob,"Level 10, BO2-C, Menara 3, KL Eco City, No. 3, Jalan Bangsar, 59200 Kuala Lumpur",snappymob-462018,1025089-W,10,4.7,/companies/462018/company-reviews/summary,/companies/462018/company-reviews,78834,"Level 10, BO2-C, Menara 3, KL Eco City, No. 3, Jalan Bangsar, 59200 Kuala Lumpur",3.170997,101.66651,Computer/Information Technology (Software),https://www.snappymob.com,,,,,,0,0,0,0,0,0,0,1,
1.61052E+14,SNAPX TECH SDN BHD,"C-2-2, Melawati Corporate Centre, Taman Melawati, 53100 Kuala Lumpur",snapx-tech-161051863123348,1359557-W,0,0,/companies/161051863123348/company-reviews/summary,/companies/161051863123348/company-reviews,200221,,,,Others,,,,,,,0,0,0,0,0,0,1,0,
,SNH BUMI CORPORATION SDN BHD,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
1.62E+14,SOFTPILLOW MOLLYCODDLE & CO SDN. BHD.,"I-3-2 Parklane Commercial Hub, Jalan SS7/26, Kelana Jaya, 47301 Petaling Jaya, Selangor.",softpillow-mollycoddle-n-co-653799,929492-M,2,4,/companies/653799/company-reviews/summary,/companies/653799/company-reviews,84257,"I-3-2 Parklane Commercial Hub, Jalan SS7/26, Kelana Jaya, 47301 Petaling Jaya, Selangor.",3.113663,101.599982,Exhibitions/Event management/MICE,,,,,,,0,0,0,1,0,0,0,0,
444217,Software AG Operations Malaysia Sdn Bhd (fka webMethods),Jalan Stesen Sentral 5 Kuala Lumpur Sentral Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,software-ag-operations-malaysia-fka-webmethods-444217,578548-P,11,4.7273,/companies/444217/company-reviews/summary,/companies/444217/company-reviews,15362,Jalan Stesen Sentral 5 Kuala Lumpur Sentral Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,3.132249,101.68517,Computer/Information Technology (Software),,,,,,,0,0,0,0,1,0,0,1,
,SOFTWORLD TECHNOLOGY SDN BHD,"W503A, Metropolitan Square, Jln PJU 8/1, Damansara Perdana,Petaling Jaya, 47820, Selangor, Malaysia",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
,SOHA Sdn. Bhd.,"No C, 02, 10. ITECH Tower, Jalan Impact, Cyber 6, 63000 Cyberjaya. 63000 Selangor Malaysia.",,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,
461646,Solarvest Holdings Bhd.,"L1-01, Pacific 63 @ PJ Centre, No. 5, Jalan 13/6, Seksyen 13, 46200 Petaling Jaya, Selangor (HQ), 3rd Floor, No. 1A-3, Lorong Setia Sentral 1, Pusat Perniagaan Setia Sentral, 14000 Bukit Mertajam, Pulau Pinang (PG Branch Office), 88-01, Jalan Molek 1/28, Taman Molek,  81100 Johor Bahru, Johor. (JB Branch Office)",solarvest-holdings-461646,1247778-U,12,4.3333,/companies/461646/company-reviews/summary,/companies/461646/company-reviews,77698,"L1-01, Pacific 63 @ PJ Centre, No. 5, Jalan 13/6, Seksyen 13, 46200 Petaling Jaya, Selangor (HQ), 3rd Floor, No. 1A-3, Lorong Setia Sentral 1, Pusat Perniagaan Setia Sentral, 14000 Bukit Mertajam, Pulau Pinang (PG Branch Office), 88-01, Jalan Molek 1/28, Taman Molek,  81100 Johor Bahru, Johor. (JB Branch Office)",,,Utilities/Power,http://www.solarvest.my/,,,,,,0,0,0,0,1,0,0,0,
473413,SOLUTION A & C TECHNOLOGY SDN. BHD.,"PT13796, Jalan Tekno Usahawan 2, Technology Park Malaysia, Kuala Lumpur.",solution-a-n-c-technology-473413,1004511-A,1,5,/companies/473413/company-reviews/summary,/companies/473413/company-reviews,95663,"PT13796, Jalan Tekno Usahawan 2, Technology Park Malaysia, Kuala Lumpur.",3.046699,101.635398,Computer/Information Technology (Software),https://www.solutionact.com.my/,,,,,,0,0,0,0,1,0,0,0,
633952,SOLUTION TECH ENGINEERING SDN BHD,"No. 6, Jalan BK 1/15, Bandar Kinrara, Puchong 47180 Selangor Malaysia.",solution-tech-engineering-633952,580929p,0,0,/companies/633952/company-reviews/summary,/companies/633952/company-reviews,51546,,,,Construction/Building/Engineering,,,,,,,0,0,0,0,1,0,0,0,
453935,Solutionpack Machinery (M) Sdn Bhd,"Lot 1661, Jalan Industri Rembia 4, Kawasan Perindustrian Rembia, Mukim Sungai Petai, Alor Gajah, 78000 Melaka.",solutionpack-machinery-m-453935,739371-H,3,4.3333,/companies/453935/company-reviews/summary,/companies/453935/company-reviews,46570,"Lot 1661, Jalan Industri Rembia 4, Kawasan Perindustrian Rembia, Mukim Sungai Petai, Alor Gajah, 78000 Melaka.",2.373973,102.211424,Heavy Industrial/Machinery/Equipment,http://solutionpack.my,,,md@spgroup.my,Kuan Wee Kee, Manager,1,0,0,0,0,0,0,0,
439487,Sony EMCS (Malaysia) Sdn. Bhd.,"Free Trade Zone, Prai Industrial Estate, 13600 Penang, Malaysia",sony-emcs-malaysia-439487,183842-X,268,4.0896,/companies/439487/company-reviews/summary,/companies/439487/company-reviews,263,"Free Trade Zone, Prai Industrial Estate, 13600 Penang, Malaysia",,,Electrical & Electronics,,"Sony EMCS (Malaysia) Sdn. Bhd.
Lot 5, Jalan Kemajuan,
Bangi Industrial Estate,
43650 Bandar Baru Bangi,
Selangor.",,,,,0,0,0,0,1,0,0,1,
,Southern Management Services,"No.72A, Jalan Kebudayaan 18, Taman Universiti, 81300 Skudai, Johor",,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,
,Speedrent Technology Sdn Bhd,"A-G-23, Eve Suite, Jalan PJU 1A/41 47301 Petaling Jaya, Selangor",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
,SRI JAYA TECHNOLOGY,"41, Jalan Kebudayaan 2, Taman Universiti, 81300 Skudai, Johor",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
,"STAD, MMU CYBER",,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
445611,Star Media Group,"Menara Star, 15, Jalan 16/11, 46350 Petaling Jaya, Selangor.",star-media-group-445611,10894-D,35,4.0857,/companies/445611/company-reviews/summary,/companies/445611/company-reviews,20012,"Menara Star, 15, Jalan 16/11, 46350 Petaling Jaya, Selangor.",3.130955,101.626424,Entertainment/Media,https://www.starmediagroup.my/,,'012-2121421',ianyee@thestar.com.my,Ian Yee, Deputy Executive Editor & Producer,0,1,0,0,0,0,0,0,
1.63E+14,Starke Marine Sdn. Bhd.,,starke-marine-1234381,1103645-W,0,0,/companies/1234381/company-reviews/summary,/companies/1234381/company-reviews,147446,,,,"Consulting (IT, Science, Engineering & Technical)",http://starkemarine.com/,,,,,,0,0,0,1,0,0,0,0,
,Startup Tribe Sdn Bhd,"18B-C, Jalan Diplomatik 2/1 WP Putrajaya 62050 Putrajaya Malaysia.",,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,
1260136,STEADCOM SDN BHD,"11-3, Jalan Puteri 2/6, Bandar Puteri, 47100 Puchong, Selangor",steadcom-1260136,893120-U,14,4.5714,/companies/1260136/company-reviews/summary,/companies/1260136/company-reviews,154171,"11-3, Jalan Puteri 2/6, Bandar Puteri, 47100 Puchong, Selangor",,,Telecommunication,,,,,,,1,0,0,0,0,0,0,1,
1.61E+14,Steady IT Creation,"Lot 4-401 & 4-402, Level 4, The Starling Mall, No. 6,
Jalan SS21/37, Damansara Utama,
47400 Petaling Jaya, Selangor",steady-it-creation-160898135163424,JM0935060-W,1,2,/companies/160898135163424/company-reviews/summary,/companies/160898135163424/company-reviews,199195,"Lot 4-401 & 4-402, Level 4, The Starling Mall, No. 6,
Jalan SS21/37, Damansara Utama,
47400 Petaling Jaya, Selangor",,,Computer/Information Technology (Software),https://steadyitcreation.com,,,,,,0,0,0,0,0,0,0,1,
1.63E+14,STEPHANIE NG DESIGN,"83 Jalan Telawi, Bangsar Baru 59100 Kuala Lumpur",stephanie-ng-design-866758,002298802-V,1,5,/companies/866758/company-reviews/summary,/companies/866758/company-reviews,107466,"83 Jalan Telawi, Bangsar Baru 59100 Kuala Lumpur",3.107379,101.665958,Architectural Services/Interior Designing,http://www.stephaniengdesign.com/,,,,,,0,0,0,1,0,0,0,0,
1.59E+14,STH Wire Industry (M) Sdn Bhd,,sth-wire-industry-m-159280656565902,,0,0,/companies/159280656565902/company-reviews/summary,/companies/159280656565902/company-reviews,188786,,,,Others,,"114, Jalan Usaha 10, Ayer Keroh Industrial Estate 75450 Melaka Malaysia.",,,,,1,0,0,0,1,0,0,0,
611125,Stream Environment Sdn Bhd,"11 Jalan Sungai Besi Indah 2/5, Taman Sungai Besi Indah, 43300 Seri Kembangan, Selangor, Malaysia",stream-environment-611125,906609-U,14,3.7857,/companies/611125/company-reviews/summary,/companies/611125/company-reviews,7413,"11 Jalan Sungai Besi Indah 2/5, Taman Sungai Besi Indah, 43300 Seri Kembangan, Selangor, Malaysia",3.028517,101.727468,Construction/Building/Engineering,http://www.stream-environment.com,,,,,,1,0,0,0,0,0,0,0,
1.63E+14,Streamline Studios,Bangsar South Jalan Kerinchi Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,streamline-studios-655080,912372-T,4,2.5,/companies/655080/company-reviews/summary,/companies/655080/company-reviews,95741,Bangsar South Jalan Kerinchi Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,3.111329,101.667781,Computer/Information Technology (Software),http://www.streamline-mediagroup.com,,,,,,0,0,0,1,0,0,0,0,
1.63E+14,STUDENTS HUB,,students-1233124,,1,5,/companies/1233124/company-reviews/summary,/companies/1233124/company-reviews,146970,,,,Others,,,,,,,0,0,0,1,0,0,0,0,
1.63E+14,Studio 54 Sdn Bhd,,studio-54-161589370132332,,0,0,/companies/161589370132332/company-reviews/summary,/companies/161589370132332/company-reviews,204361,,,,Entertainment/Media,,,,,,,0,0,0,1,0,0,0,0,
,STUDIO 8,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
,Studio Five Corp - The Media Group,,,,,,,,,,,,,,,'+6884844767',fareez@studiofivecorp.com,Fareez, Director,0,1,0,0,0,0,0,0,
,Studio Kembara Sdn Bhd,,,,,,,,,,,,,,,'017-2010394',afiq.studiokembara@gmail.com,Mohamad Afiq B Md Razali, Assistant Producer,0,1,0,0,0,0,0,0,
1.63E+14,STUDIO TWENTY SDN. BHD.,,studio-twenty-161900417173571,248844-A,3,3.3333,/companies/161900417173571/company-reviews/summary,/companies/161900417173571/company-reviews,207761,,,,Arts/Design/Fashion,,,,,,,0,0,0,1,0,0,0,0,
,SUMMIT M TRADING,"38A Jalan Indah 25/16, Taman Bukit Indah",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
,Sun Yuen Rubber Manufacturing Co Sdn Bhd,"111/113, Hala Perusahaan Menglembu 13, Taman Perindustrian Chandan Raya Menglembu, 31450 Ipoh, Perak",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
1.56E+14,SUNNICASIA MALAYSIA SDN. BHD.,"Menara Axis, 2, Jalan 51a/223, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",sunnicasia-malaysia-156024532046486,W10-CP-10001251/2010,2,5,/companies/156024532046486/company-reviews/summary,/companies/156024532046486/company-reviews,168394,"Menara Axis, 2, Jalan 51a/223, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",,,Computer/Information Technology (Software),http://www.sunnic-sec.com/,,,,,,0,0,0,0,0,0,0,1,
1.59E+14,SunPower Manufacturing  (M) Sdn Bhd,,sunpower-manufacturing-m-159424348596204,,5,5,/companies/159424348596204/company-reviews/summary,/companies/159424348596204/company-reviews,189727,,,,Others,,,,,,,1,0,0,0,0,0,0,0,
1.63E+14,SUNTEQ PEMBINAAN SDN. BHD.,"Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",sunteq-pembinaan-651072,953095-M,0,0,/companies/651072/company-reviews/summary,/companies/651072/company-reviews,78579,"Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",3.11824,101.610813,Construction/Building/Engineering,,,,,,,0,0,0,1,0,0,0,0,
,SUNWAY SERVICES SDN BHD,"D-03-01, Level 3, Sunway Geo Avenue, Jalan Lagoon Selatan",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
,Surge Ventures Sdn Bhd,"Block B-7-16, Capital 2 Oasis Square, No 2, Jalan PJU 1A/7A, Ara Damansara, Ara Damansara, 47301 Petaling Jaya, Selangor.",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
1.63E+14,Suruhanjaya Tenaga,"No. 12, Jalan Tun Hussein, Precinct 2, 62100 Putrajaya",suruhanjaya-tenaga-442371,,43,4.1395,/companies/442371/company-reviews/summary,/companies/442371/company-reviews,9790,"No. 12, Jalan Tun Hussein, Precinct 2, 62100 Putrajaya",,,Others,http://www.st.gov.my,,,,,,0,0,0,1,0,0,0,0,
619018,SWF Films Sdn Bhd,,swf-films-619018,1172998-U,1,3,/companies/619018/company-reviews/summary,/companies/619018/company-reviews,22483,,,,Entertainment/Media,http://www.superwonderful.com,,,diana@superwonderful.com,Diana Tang, Executive Producer,0,1,0,0,0,0,0,0,
1315125,SWIFT Online Travel Solutions SDN. BHD.,JOHOR,swift-online-travel-solutions-1315125,1291739-H,0,0,/companies/1315125/company-reviews/summary,/companies/1315125/company-reviews,166531,JOHOR,,,Computer/Information Technology (Software),http://www.forecepts.com,"8A, Jalan Cantik 1, Taman Pelangi Indah, 81100 Johor Bahru, Johor, Malaysia",,,,,0,0,0,0,0,0,1,0,
629138,SWIFTLOQ SDN BHD,"No 53, Jalan SG 8/7, Taman Seri Gombak Batu Caves 68100 Selangor Malaysia.",swiftloq-629138,573040-V,3,5,/companies/629138/company-reviews/summary,/companies/629138/company-reviews,42378,,,,Construction/Building/Engineering,,,,,,,0,0,0,0,1,0,0,0,
,Syam & Co Chartered Accountants,"No,5B,3B Curve Business Park, Jalan Medan Pusat 2D, Pusat Bandar Bangi, 43650 Bandar Baru Bangi, Selangor",,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,
1.64E+14,SYARIKAT AIR TERENGGANU SDN BHD,"JALAN SULTAN ISMAIL, 20200 KUALA TERENGGANU, TERENGGANU",syarikat-air-terengganu-648752,453286-D,21,4.619,/companies/648752/company-reviews/summary,/companies/648752/company-reviews,74737,"JALAN SULTAN ISMAIL, 20200 KUALA TERENGGANU, TERENGGANU",,,Utilities/Power,http://www.satuwater.com.my,,,,,,0,0,0,1,0,0,0,0,
1.63E+14,Sylvarina Skyline,"No 50 & 1st Floor, Jalan Tun Tan Siew Sin 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpu, 50050 Kualalampur, Federal Territory of Kuala Lumpur, Malaysia",sylvarina-skyline-162840337258582,,0,0,/companies/162840337258582/company-reviews/summary,/companies/162840337258582/company-reviews,214420,"No 50 & 1st Floor, Jalan Tun Tan Siew Sin 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpu, 50050 Kualalampur, Federal Territory of Kuala Lumpur, Malaysia",,,Others,,,,,,,0,0,0,0,0,0,0,1,
,SYMPHONY AUTOMATION SDN BHD,"No.42, Jalan IAN 1, Taman Angkasa Nuri",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
1.64E+14,TAAKA LEE STUDIO,,taaka-lee-studio-165054060075019,003078197-K,0,0,/companies/165054060075019/company-reviews/summary,/companies/165054060075019/company-reviews,254956,,,,Accounting/Audit/Tax Services,,,,,,,0,0,0,1,0,0,0,0,
1.63E+14,Talenox Pte Ltd,"721 North Bridge Road, #B, Singapore 198689.",talenox-pte-ltd-163101382342129,,0,0,/companies/163101382342129/company-reviews/summary,/companies/163101382342129/company-reviews,217491,"721 North Bridge Road, #B, Singapore 198689.",,,Computer/Information Technology (Software),,,,,,,0,0,0,0,0,0,0,1,
